Agent ID,Agent Name,Agent Type,taxonomy ID,txonomy level,Lineage,Agent properties,HAMAP,Viralzone,GOLD
Plasmodium falciparum N/S,Plasmodium falciparum N/S,Protozoan,5833,1,"[<a href=""/agents/407""> Plasmodium</a>, <a href=""/agents/408""> falciparum</a>, <a href=""/agents/411""> N/S</a>]",,"
            -
		    ",,
Polyomavirus,Polyomavirus,Virus,10624,0,"[<a href=""/agents/551""> Polyomavirus</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/11"">DNA structure</a> : <a href=""/agentProperties/40"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/45"">I - dsDNA viruses</a> </p>]","
            9POLY
		    ", Polyomavirus,
Polyomavirus Human JC polyomavirus,Polyomavirus Human JC polyomavirus,Virus,10632,0,"[<a href=""/agents/551""> Polyomavirus</a>, <a href=""/agents/554""> Human JC polyomavirus</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/45"">I - dsDNA viruses</a> </p>]","
            -
		    ",,
Polyomavirus Human JC polyomavirus Mad-1,Polyomavirus Human JC polyomavirus Mad-1,Virus,10632,1,"[<a href=""/agents/551""> Polyomavirus</a>, <a href=""/agents/554""> Human JC polyomavirus</a>, <a href=""/agents/555""> Mad-1</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/45"">I - dsDNA viruses</a> </p>]","
            -
		    ",,
Polyomavirus Human polyomavirus 9,Polyomavirus Human polyomavirus 9,Virus,943908,0,"[<a href=""/agents/551""> Polyomavirus</a>, <a href=""/agents/553""> Human polyomavirus 9</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/45"">I - dsDNA viruses</a> </p>]","
            -
		    ",,
Polyomavirus Murine polyomavirus,Polyomavirus Murine polyomavirus,Virus,10634,0,"[<a href=""/agents/551""> Polyomavirus</a>, <a href=""/agents/412""> Murine polyomavirus</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/11"">DNA structure</a> : <a href=""/agentProperties/40"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/45"">I - dsDNA viruses</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=83454"" target=""_new"">83454</a></p>]"
Propionibacterium granulosum N/S,Propionibacterium granulosum N/S,Bacterium,33011,1,"[<a href=""/agents/414""> Propionibacterium</a>, <a href=""/agents/415""> granulosum</a>, <a href=""/agents/417""> N/S</a>]",,"
            -
		    ",,
Propionibacterium granulosum N/S,Propionibacterium granulosum N/S,Bacterium,33011,1,"[<a href=""/agents/414""> Propionibacterium</a>, <a href=""/agents/415""> granulosum</a>, <a href=""/agents/416""> N/S</a>]",,"
            -
		    ",,
Propionibacterium sp.,Propionibacterium sp.,Bacterium,,0,"[<a href=""/agents/413""> Propionibacterium sp.</a>]",,"
            PROAA
		    ",,
Proteus mirabilis,Proteus mirabilis,Bacterium,584,0,"[<a href=""/agents/418""> Proteus</a>, <a href=""/agents/419""> mirabilis</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/41"">Motile</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/42"">Short rod</a> </p>]","
            PROMI
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=5193"" target=""_new"">5193</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=93737"" target=""_new"">93737</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=110194"" target=""_new"">110194</a></p>]"
Pseudomonas aeruginosa 17648,Pseudomonas aeruginosa 17648,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/422""> 17648</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            PSEAI
		    ",,
Pseudomonas aeruginosa 19142,Pseudomonas aeruginosa 19142,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/423""> 19142</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            PSEAI
		    ",,
Pseudomonas aeruginosa 21472,Pseudomonas aeruginosa 21472,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/424""> 21472</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            PSEAI
		    ",,
Pseudomonas aeruginosa 33347,Pseudomonas aeruginosa 33347,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/425""> 33347</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            PSEAI
		    ",,
Pseudomonas aeruginosa CT3,Pseudomonas aeruginosa CT3,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/426""> CT3</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            PSEAI
		    ",,
Pseudomonas aeruginosa CT4,Pseudomonas aeruginosa CT4,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/427""> CT4</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            PSEAI
		    ",,
Pseudomonas aeruginosa CT5,Pseudomonas aeruginosa CT5,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/428""> CT5</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            PSEAI
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/433""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/429""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/430""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/431""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/432""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/434""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/435""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Pseudomonas aeruginosa N/S,Pseudomonas aeruginosa N/S,Bacterium,287,1,"[<a href=""/agents/420""> Pseudomonas</a>, <a href=""/agents/421""> aeruginosa</a>, <a href=""/agents/436""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/4"">Coccobacillus</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/6"">Unipolar</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/7"">Aerobic</a> </p>]","
            -
		    ",,
Reovirus,Reovirus,Virus,10891,0,"[<a href=""/agents/437""> Reovirus</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Respirovirus,Respirovirus,Virus,186938,0,"[<a href=""/agents/456""> Respirovirus</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ", Respirovirus,
Respirovirus Parainfluenza Virus Type 1 (human),Respirovirus Parainfluenza Virus Type 1 (human),Virus,12730,0,"[<a href=""/agents/456""> Respirovirus</a>, <a href=""/agents/400""> Parainfluenza Virus Type 1 (human)</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=76391"" target=""_new"">76391</a></p>]"
Respirovirus Parainfluenza Virus Type 1 (human) c35,Respirovirus Parainfluenza Virus Type 1 (human) c35,Virus,31605,0,"[<a href=""/agents/456""> Respirovirus</a>, <a href=""/agents/400""> Parainfluenza Virus Type 1 (human)</a>, <a href=""/agents/401""> c35</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            PI1HB
		    ",,
Respirovirus Parainfluenza Virus Type 3 (human),Respirovirus Parainfluenza Virus Type 3 (human),Virus,11216,0,"[<a href=""/agents/456""> Respirovirus</a>, <a href=""/agents/402""> Parainfluenza Virus Type 3 (human)</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=76392"" target=""_new"">76392</a></p>]"
Respirovirus Parainfluenza Virus Type 3 (human) c243,Respirovirus Parainfluenza Virus Type 3 (human) c243,Virus,11216,1,"[<a href=""/agents/456""> Respirovirus</a>, <a href=""/agents/402""> Parainfluenza Virus Type 3 (human)</a>, <a href=""/agents/403""> c243</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,
Respirovirus Sendai virus,Respirovirus Sendai virus,Virus,11191,0,"[<a href=""/agents/456""> Respirovirus</a>, <a href=""/agents/455""> Sendai virus</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=84658"" target=""_new"">84658</a></p>]"
Respirovirus Sendai virus Enders,Respirovirus Sendai virus Enders,Virus,11191,0,"[<a href=""/agents/456""> Respirovirus</a>, <a href=""/agents/455""> Sendai virus</a>, <a href=""/agents/457""> Enders</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/49"">V - (-)ssRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/24"">Enveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/25"">Helical</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=84658"" target=""_new"">84658</a></p>]"
Ricin toxin,Ricin toxin,Toxin,,0,"[<a href=""/agents/438""> Ricin toxin</a>]",,"
            -
		    ",,
Rotavirus,Rotavirus,Virus,10912,0,"[<a href=""/agents/439""> Rotavirus</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>]","
            -
		    ", Rotavirus,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=76394"" target=""_new"">76394</a></p>]"
Rotavirus Bovine rotavirus A,Rotavirus Bovine rotavirus A,Virus,35333,0,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/559""> Bovine rotavirus A</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
Rotavirus Bovine rotavirus A NCDV/G6,Rotavirus Bovine rotavirus A NCDV/G6,Virus,36439,0,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/559""> Bovine rotavirus A</a>, <a href=""/agents/440""> NCDV/G6</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
Rotavirus Bovine rotavirus A UK/G6,Rotavirus Bovine rotavirus A UK/G6,Virus,10934,0,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/559""> Bovine rotavirus A</a>, <a href=""/agents/442""> UK/G6</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
Rotavirus Human Rotavirus A Human Rotavirus G3P[6],Rotavirus Human Rotavirus A Human Rotavirus G3P[6],Virus,561309,0,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/568""> Human Rotavirus A</a>, <a href=""/agents/569""> Human Rotavirus G3P[6]</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
Rotavirus Human rotavirus P[14],Rotavirus Human rotavirus P[14],Virus,10912,1,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/556""> Human rotavirus P[14]</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
Rotavirus Human rotavirus P[14] HAL1166,Rotavirus Human rotavirus P[14] HAL1166,Virus,10912,2,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/556""> Human rotavirus P[14]</a>, <a href=""/agents/557""> HAL1166</a>]","[<p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
Rotavirus Simian rotavirus A,Rotavirus Simian rotavirus A,Virus,444184,0,"[<a href=""/agents/439""> Rotavirus</a>, <a href=""/agents/558""> Simian rotavirus A</a>]","[<p> <a href=""/agentPropertyTypes/9"">Virion polymerase</a> : <a href=""/agentProperties/34"">Yes</a> </p>, <p> <a href=""/agentPropertyTypes/6"">Virion structure</a> : <a href=""/agentProperties/38"">Nonenveloped</a> </p>, <p> <a href=""/agentPropertyTypes/7"">Capsid symmetry</a> : <a href=""/agentProperties/39"">Icosahedral</a> </p>, <p> <a href=""/agentPropertyTypes/8"">RNA structure</a> : <a href=""/agentProperties/26"">Unknown</a> </p>, <p> <a href=""/agentPropertyTypes/12"">Baltimore classification</a> : <a href=""/agentProperties/47"">III - dsRNA viruses</a> </p>]","
            -
		    ",,
